id,title,company,location,date_posted,job_type,interval,min_amount,max_amount,currency,is_remote,company_industry,city,seniority,year_exp,education,description
2954,ML Engineer,Microsoft,Berlin,2025-05-19,part-time,yearly,103058,131195,GBP,False,Consulting,Madrid,lead,12,master,Lead a high-impact team at Microsoft in Berlin. Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems.
2955,Data Engineer,Amazon,Paris,2025-06-14,internship,yearly,95461,125779,GBP,True,Consulting,New York,lead,1,unknown,"Lead a high-impact team at Amazon in Paris. Build and maintain scalable data pipelines to collect, transform, and store large volumes of data. Design data warehouse schemas and optimize query performance for analytical workloads. Collaborate with data scientists and analysts to ensure reliable data availability."
2956,ML Engineer,Airbus,London,2025-09-25,full-time,yearly,63843,108218,EUR,False,Consulting,Paris,senior,9,phd,We are looking for a senior ML Engineer at Airbus (London). Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems.
2957,Data Engineer,Amazon,Madrid,2025-09-06,part-time,yearly,72083,102453,GBP,False,Consulting,London,senior,4,unknown,"We are looking for a senior Data Engineer at Amazon (Madrid). Architect and implement real-time and batch data processing systems at scale. Partner with software engineers to integrate data systems into core products. Define best practices for data modeling, testing, and pipeline observability."
2958,ML Engineer,BNP Paribas,Madrid,2025-05-30,internship,yearly,1205,2286,USD,True,Industrial,New York,intern,1,master,"As an intern at BNP Paribas in Madrid, you will Train, evaluate, and deploy machine learning models in scalable production environments. Build ML infrastructure including feature stores, model registries, and serving APIs. Work closely with researchers to bridge the gap between experimentation and deployment."
2959,Data Engineer,Airbus,New York,2025-09-10,internship,yearly,94432,134356,USD,True,Consulting,Madrid,lead,8,bachelor,"Lead a high-impact team at Airbus in New York. Build and maintain scalable data pipelines to collect, transform, and store large volumes of data. Design data warehouse schemas and optimize query performance for analytical workloads. Collaborate with data scientists and analysts to ensure reliable data availability."
2960,Data Analyst,Meta,New York,2025-06-11,internship,yearly,62947,100482,GBP,True,Finance,Madrid,senior,2,bachelor,We are looking for a senior Data Analyst at Meta (New York). Translate complex data into clear narratives that drive strategic decisions. Write SQL queries and Python scripts to aggregate and clean large datasets. Collaborate with product and marketing teams on A/B test analysis and reporting.
2961,Data Engineer,Amazon,Madrid,2025-07-27,internship,yearly,35985,53377,GBP,True,Industrial,Berlin,junior,6,phd,"Join Amazon in Madrid as a junior team member. Architect and implement real-time and batch data processing systems at scale. Partner with software engineers to integrate data systems into core products. Define best practices for data modeling, testing, and pipeline observability."
2962,Data Scientist,BNP Paribas,Paris,2026-02-12,full-time,yearly,1131,2718,GBP,False,Industrial,New York,intern,6,bachelor,"As an intern at BNP Paribas in Paris, you will Apply statistical modeling and machine learning to extract insights from large datasets. Collaborate with engineering and product teams to deploy predictive models into production. Communicate findings clearly through data visualizations and business recommendations."
2963,Data Analyst,Meta,London,2025-06-21,part-time,yearly,1914,2275,USD,True,Industrial,Paris,intern,4,master,"As an intern at Meta in London, you will Own analytical deep-dives across key business areas including growth, retention, and revenue. Maintain data documentation and ensure consistency of metrics across teams. Proactively surface insights that influence product roadmap and operational priorities."
2964,ML Engineer,Meta,Berlin,2025-08-14,internship,yearly,855,2936,EUR,False,Industrial,Madrid,intern,7,phd,"As an intern at Meta in Berlin, you will Train, evaluate, and deploy machine learning models in scalable production environments. Build ML infrastructure including feature stores, model registries, and serving APIs. Work closely with researchers to bridge the gap between experimentation and deployment."
2965,ML Engineer,Microsoft,Berlin,2025-11-20,full-time,yearly,1204,2554,EUR,True,Tech,London,intern,2,bachelor,"As an intern at Microsoft in Berlin, you will Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems."
2966,AI Researcher,BNP Paribas,Madrid,2025-12-20,internship,yearly,1286,2262,EUR,True,Tech,New York,intern,9,phd,"As an intern at BNP Paribas in Madrid, you will Conduct original research on deep learning, NLP, or computer vision to advance the state of the art. Publish findings in top-tier academic venues and open-source key contributions. Collaborate with applied teams to transfer research breakthroughs into real products."
2967,Data Scientist,Google,New York,2025-09-13,part-time,yearly,43553,57769,GBP,False,Consulting,Paris,junior,3,unknown,Join Google in New York as a junior team member. Apply statistical modeling and machine learning to extract insights from large datasets. Collaborate with engineering and product teams to deploy predictive models into production. Communicate findings clearly through data visualizations and business recommendations.
2968,ML Engineer,Amazon,Paris,2025-12-31,part-time,yearly,849,2009,GBP,True,Industrial,New York,intern,8,phd,"As an intern at Amazon in Paris, you will Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems."
2969,ML Engineer,Google,New York,2025-07-06,full-time,yearly,44979,45582,GBP,True,Industrial,Madrid,junior,7,master,Join Google in New York as a junior team member. Develop end-to-end machine learning systems from data ingestion to model serving. Optimize model latency and throughput to meet production SLA requirements. Implement CI/CD pipelines for automated model training and deployment.
2970,Data Engineer,Airbus,Madrid,2026-01-17,part-time,yearly,907,2882,EUR,False,Finance,London,intern,0,bachelor,"As an intern at Airbus in Madrid, you will Build and maintain scalable data pipelines to collect, transform, and store large volumes of data. Design data warehouse schemas and optimize query performance for analytical workloads. Collaborate with data scientists and analysts to ensure reliable data availability."
2971,Data Analyst,BNP Paribas,Berlin,2026-02-20,full-time,yearly,1384,2731,USD,False,Industrial,Berlin,intern,4,unknown,"As an intern at BNP Paribas in Berlin, you will Translate complex data into clear narratives that drive strategic decisions. Write SQL queries and Python scripts to aggregate and clean large datasets. Collaborate with product and marketing teams on A/B test analysis and reporting."
2972,Data Engineer,Amazon,Berlin,2025-05-20,full-time,yearly,36289,58011,GBP,False,Consulting,New York,junior,7,unknown,"Join Amazon in Berlin as a junior team member. Develop ETL workflows using modern orchestration tools such as Airflow or dbt. Maintain cloud-based data infrastructure on AWS, GCP, or Azure. Ensure data reliability, lineage, and governance across the organization."
2973,Data Scientist,BNP Paribas,Berlin,2026-01-01,internship,yearly,40562,50166,GBP,False,Industrial,London,junior,9,bachelor,"Join BNP Paribas in Berlin as a junior team member. Design and implement machine learning pipelines to solve complex business problems. Perform exploratory data analysis, feature engineering, and model evaluation. Present results to stakeholders and drive data-informed decision making."
